visit_id,record_type,change_cause,host,name,value,time_stamp
1,deleted,overwrite,.et.nytimes.com,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606033828%252C%2522lastUpdate%2522%253A1587606033828%257D,2020-04-23T01:40:33.845Z
1,added-or-changed,explicit,.et.nytimes.com,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606033828%252C%2522lastUpdate%2522%253A1587606033828%257D,2020-04-23T01:40:33.846Z
1,deleted,overwrite,.nytimes.com,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:33.900Z
1,added-or-changed,explicit,.nytimes.com,nyt-a,wb94G3hGddL8COpQIeiBqE,2020-04-23T01:40:33.900Z
1,deleted,overwrite,static01.nyt.com,nyt-check3pc,true,2020-04-23T01:40:34.432Z
1,added-or-changed,explicit,static01.nyt.com,nyt-check3pc,true,2020-04-23T01:40:34.432Z
1,added-or-changed,explicit,.nytimes.com,cto_tld_test,test,2020-04-23T01:40:34.452Z
1,deleted,explicit,.nytimes.com,cto_tld_test,test,2020-04-23T01:40:34.455Z
1,deleted,overwrite,.et.nytimes.com,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606034619%252C%2522lastUpdate%2522%253A1587606034619%257D,2020-04-23T01:40:34.634Z
1,added-or-changed,explicit,.et.nytimes.com,et-a1,%257B%2522agentId%2522%253A%2522wb94G3hGddL8COpQIeiBqE%2522%252C%2522agentStarted%2522%253A1587606006367%252C%2522sessionIndex%2522%253A1%252C%2522sessionStarted%2522%253A1587606006367%252C%2522lastModified%2522%253A1587606034619%252C%2522lastUpdate%2522%253A1587606034619%257D,2020-04-23T01:40:34.635Z
