namevalue,context_id,time_stamp,byhost
"('ANON_ID', 'annr6ioZdUQd82Hp9vcghtYVg6iAZdthasdflU1ZdR7Y2XjyLMpntZajJLVRnVV4kT2YZbsOMw7D4')",2,2,{'.tribalfusion'}
"('ANON_ID_old', 'annr6ioZdUQd82Hp9vcghtYVg6iAZdthasdflU1ZdR7Y2XjyLMpntZajJLVRnVV4kT2YZbsOMw7D4')",1,1,{'a.tribalfusion'}
"('ANON_ID_old', 'annr6ioZdUQd82Hp9vcghtYVg6iAZdthasdflU1ZdR7Y2XjyLMpntZajJLVRnVV4kT2YZbsOMw7D4')",2,2,{'.tribalfusion'}
"('APID', 'UPc6f8abae-8bf7-11ea-b3b0-0eef058309dd')",1,9,"{'ups.analytics', '.yahoo', '.advertising', 'pixel.advertising'}"
"('APID', 'UPc6f8abae-8bf7-11ea-b3b0-0eef058309dd')",3,4,{'sp.analytics'}
"('APID', 'UPc9731ebc-8bf3-11ea-8299-028bb717ffad')",1,74,"{'ups.analytics', 'pr.ybp', 'pixel.advertising', '.advertising', 'adserver-us.adtech', 'pr-bh.ybp', 'cms.analytics'}"
"('APID', 'UPc9731ebc-8bf3-11ea-8299-028bb717ffad')",2,28,"{'ups.analytics', 'cookiex.ngd', 'ads.yahoo', 'pixel.advertising', '.advertising', 'adserver-us.adtech', 'adserver.adtech', '.yahoo', 'pr-bh.ybp'}"
"('APIDTS', '1588369005')",1,5,"{'ups.analytics', 'pr-bh.ybp', 'cms.analytics'}"
"('APIDTS', '1588369005')",2,5,"{'ads.yahoo', '.yahoo', 'cookiex.ngd'}"
"('APIDTS', '1588370695')",1,2,{'.yahoo'}
"('APIDTS', '1588370695')",3,4,{'sp.analytics'}
"('ASP.NET_SessionId', 'vqra04uap4p05e3apus1kjpk')",1,1,{'global.ib-ibi'}
"('ASP.NET_SessionId', 'vqra04uap4p05e3apus1kjpk')",2,2,{'global.ib-ibi'}
"('ATN', '1.1588368985.4344126832823465990.AYJMLXAA-O4SFnuW_vg')",1,5,{'ad.atdmt'}
"('ATN', '1.1588368985.4344126832823465990.AYJMLXAA-O4SFnuW_vg')",2,1,{'.atdmt'}
"('B', '295iba9fap77u&b=3&s=10')",1,19,"{'ups.analytics', 'cookiex.ngd', 'ads.yahoo', '.yahoo', 'pr-bh.ybp', 'cms.analytics'}"
"('B', '295iba9fap77u&b=3&s=10')",3,12,"{'.yahoo', 'sp.analytics'}"
"('B', '90joqkhfap5ig&b=3&s=vr')",1,58,"{'ups.analytics', 'pr.ybp', '.yahoo', 'pr-bh.ybp', 'cms.analytics'}"
"('B', '90joqkhfap5ig&b=3&s=vr')",2,51,"{'ups.analytics', 'cookiex.ngd', 'ads.yahoo', '.yahoo', 'pr-bh.ybp'}"
"('CDIUSER', 'di_b4c1a501160144718220d')",1,1,{'match.deepintent'}
"('CDIUSER', 'di_b4c1a501160144718220d')",2,2,"{'.deepintent', 'match.deepintent'}"
"('CMDD', 'AAKLqQQAB35GAQAEAaAC')",1,2,"{'dsum-sec.casalemedia', 'as-sec.casalemedia'}"
"('CMDD', 'AAKLqQQAB35GAQAEAaAC')",2,3,"{'.casalemedia', 'as-sec.casalemedia'}"
"('CMID', 'XqyWYNHM43gAABBJRNgAAAAW')",1,112,"{'ssum-sec.casalemedia', 'dsum-sec.casalemedia', '.casalemedia', 'as-sec.casalemedia', 'dsum.casalemedia'}"
"('CMID', 'XqyWYNHM43gAABBJRNgAAAAW')",2,39,"{'ssum-sec.casalemedia', 'dsum-sec.casalemedia', '.casalemedia', 'as-sec.casalemedia', 'a948.casalemedia'}"
"('CMRUM3', '2d5eac96662760CAESEC5tatNjfJvy7ivU0Mcp4bY&2f5eac97722760IR76SwUR1JuDkK5')",1,1,{'dsum-sec.casalemedia'}
"('CMRUM3', '2d5eac96662760CAESEC5tatNjfJvy7ivU0Mcp4bY&2f5eac97722760IR76SwUR1JuDkK5')",2,11,"{'a948.casalemedia', '.casalemedia', 'as-sec.casalemedia'}"
"('CMST', 'XqyWYF6smGcH')",1,1,{'dsum-sec.casalemedia'}
"('CMST', 'XqyWYF6smGcH')",2,2,{'.casalemedia'}
"('DMADT', 'h5bDZYqcRFy0UX7jRWeP1w')",1,2,{'sc.iasds01'}
"('DMADT', 'h5bDZYqcRFy0UX7jRWeP1w')",2,1,{'.iasds01'}
"('DPSync2', '1588896000%3A164%7C1588377600%3A174%7C1589500800%3A200_201_197_219')",1,72,"{'hbopenbid.pubmatic', 'image2.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('DPSync2', '1588896000%3A164%7C1588377600%3A174%7C1589500800%3A200_201_197_219')",2,16,"{'image2.pubmatic', 'image4.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', '.pubmatic'}"
"('DotomiUser', '719005448783790810$3$7535207$$1')",1,4,"{'aol-match.dotomi', 'triplelift-match.dotomi', 'casale-match.dotomi', 'bluekai-sync.dotomi'}"
"('DotomiUser', '719005448783790810$3$7535207$$1')",2,7,"{'.dotomi', 'cookie.sync', 'web.hb', 'direct.ad', 'amazon-tam-match.dotomi'}"
"('EE', '""4f7db909f6839f0d8e02bc46baf40842""')",1,6,{'.exelator'}
"('EE', '""4f7db909f6839f0d8e02bc46baf40842""')",2,5,{'.exelator'}
"('EE', '\\4f7db909f6839f0d8e02bc46baf40842\\')",1,10,"{'load77.exelator', 'cdn.exelator', 'mydmp.exelator', 'loadus.exelator'}"
"('EE', '\\4f7db909f6839f0d8e02bc46baf40842\\')",2,2,"{'loadm.exelator', 'loadus.exelator'}"
"('GLOBALID', '2uKlc8-sIBd984cSkD72DtzNhbXch0xQrDqATsWhaKLIzV6KrA5CwNbQj4NE6QusMlK5OsrNsrMC4Q2')",1,9,{'bttrack.com'}
"('GLOBALID', '2uKlc8-sIBd984cSkD72DtzNhbXch0xQrDqATsWhaKLIzV6KrA5CwNbQj4NE6QusMlK5OsrNsrMC4Q2')",2,4,{'bttrack.com'}
"('GUC', 'AQEBAQFere5etkIbPgQg')",1,15,"{'ups.analytics', 'cookiex.ngd', 'ads.yahoo', '.yahoo', 'pr-bh.ybp', 'cms.analytics'}"
"('GUC', 'AQEBAQFere5etkIbPgQg')",3,12,"{'.yahoo', 'sp.analytics'}"
"('GUC', 'AQEBAQFeredetkIgIATD')",1,46,"{'ups.analytics', 'pr.ybp', '.yahoo', 'pr-bh.ybp', 'cms.analytics'}"
"('GUC', 'AQEBAQFeredetkIgIATD')",2,33,"{'ups.analytics', 'cookiex.ngd', 'ads.yahoo', '.yahoo', 'pr-bh.ybp'}"
"('HAPLB8A', 's86168|XqyWu')",1,1,{'apex.go'}
"('HAPLB8A', 's86168|XqyWu')",2,3,"{'sync.go', '.go'}"
"('HAPLB8S', 's8621|XqyXc')",1,5,"{'sync.go', 'apex.go'}"
"('HAPLB8S', 's8621|XqyXc')",2,2,{'.go'}
"('IDE', 'AHWqTUkuwocq_GOy8EUG2TVRn4BBRN0f3lONr52CxJvDY3Dm9s0woC8SPOLEqW1-')",1,34,"{'securepubads.g', 'googleads4.g', 'cm.g', 'ad.doubleclick', '.doubleclick', 'stats.g'}"
"('IDE', 'AHWqTUkuwocq_GOy8EUG2TVRn4BBRN0f3lONr52CxJvDY3Dm9s0woC8SPOLEqW1-')",3,36,"{'googleads.g', 'cm.g', 'static.doubleclick', 'bid.g', 'stats.g'}"
"('IDE', 'AHWqTUnbWoAm6hyzgT0l9ZCn0UHm7ZBxk6XjjWuWfoNy2GduHC4Gan-ljj-eOeBP')",1,258,"{'securepubads.g', 'googleads.g', 'googleads4.g', 'cm.g', '5290727.fls', 'ad.doubleclick', 'stats.g'}"
"('IDE', 'AHWqTUnbWoAm6hyzgT0l9ZCn0UHm7ZBxk6XjjWuWfoNy2GduHC4Gan-ljj-eOeBP')",2,269,"{'securepubads.g', 'googleads4.g', 'googleads.g', 'cm.g', 'ad.doubleclick', '.doubleclick', 'bid.g', 'stats.g'}"
"('INGRESSCOOKIE', '4c67ab395e0ecf9b')",1,3,{'bh.contextweb'}
"('INGRESSCOOKIE', '4c67ab395e0ecf9b')",2,11,{'bh.contextweb'}
"('JSESSIONID', '3ab865052f7ac69d')",1,5,{'bam.nr-data'}
"('JSESSIONID', '3ab865052f7ac69d')",2,16,"{'.nr-data', 'bam.nr-data'}"
"('KADUSERCOOKIE', 'D72FE388-0A4D-4D14-842C-451A05DAFA46')",1,78,"{'hbopenbid.pubmatic', 'image2.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', '.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KADUSERCOOKIE', 'D72FE388-0A4D-4D14-842C-451A05DAFA46')",2,41,"{'image2.pubmatic', 'image4.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', '.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_148', '19421-uid:B4832DB3D91942E6B034837CC4CE11A3')",1,72,"{'hbopenbid.pubmatic', 'image2.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_148', '19421-uid:B4832DB3D91942E6B034837CC4CE11A3')",2,8,"{'image2.pubmatic', '.pubmatic', 'simage2.pubmatic'}"
"('KRTBCOOKIE_153', '19420-xW9-i8k8KYvdPi3QwWgy3sMzLdndPCeKlT7W93Jn&KRTB&22979-xW9-i8k8KYvdPi3QwWgy3sMzLdndPCeKlT7W93Jn')",1,72,"{'hbopenbid.pubmatic', 'image2.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_153', '19420-xW9-i8k8KYvdPi3QwWgy3sMzLdndPCeKlT7W93Jn&KRTB&22979-xW9-i8k8KYvdPi3QwWgy3sMzLdndPCeKlT7W93Jn')",2,6,"{'image2.pubmatic', '.pubmatic', 'simage2.pubmatic'}"
"('KRTBCOOKIE_218', '22922-XqyWTwAAAD2xAA9x&KRTB&22978-XqyWTwAAAD2xAA9x&KRTB&23194-XqyWTwAAAD2xAA9x&KRTB&23209-XqyWTwAAAD2xAA9x')",1,74,"{'hbopenbid.pubmatic', 'image2.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', '.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_218', '22922-XqyWTwAAAD2xAA9x&KRTB&22978-XqyWTwAAAD2xAA9x&KRTB&23194-XqyWTwAAAD2xAA9x&KRTB&23209-XqyWTwAAAD2xAA9x')",2,28,"{'image2.pubmatic', 'image4.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', '.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_22', '14911-7675122843652995469&KRTB&23150-7675122843652995469')",1,72,"{'hbopenbid.pubmatic', 'image2.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_22', '14911-7675122843652995469&KRTB&23150-7675122843652995469')",2,32,"{'image2.pubmatic', 'image4.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', '.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_27', '16735-uid:315d5eac-964f-4800-89ed-6edbc03dead4&KRTB&16736-uid:315d5eac-964f-4800-89ed-6edbc03dead4')",1,72,"{'hbopenbid.pubmatic', 'image2.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_27', '16735-uid:315d5eac-964f-4800-89ed-6edbc03dead4&KRTB&16736-uid:315d5eac-964f-4800-89ed-6edbc03dead4')",2,28,"{'image2.pubmatic', 'image4.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', '.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_279', '22890-da22aa11-8bf3-11ea-9ed4-5b71359fa157')",1,72,"{'hbopenbid.pubmatic', 'image2.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_279', '22890-da22aa11-8bf3-11ea-9ed4-5b71359fa157')",2,6,"{'image2.pubmatic', '.pubmatic', 'simage2.pubmatic'}"
"('KRTBCOOKIE_32', '11175-AAAGWKzh9jUlPANGD7s8AAAAAAA&KRTB&22714-AAAGWKzh9jUlPANGD7s8AAAAAAA&KRTB&22715-AAAGWKzh9jUlPANGD7s8AAAAAAA')",1,72,"{'hbopenbid.pubmatic', 'image2.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_32', '11175-AAAGWKzh9jUlPANGD7s8AAAAAAA&KRTB&22714-AAAGWKzh9jUlPANGD7s8AAAAAAA&KRTB&22715-AAAGWKzh9jUlPANGD7s8AAAAAAA')",2,4,"{'image2.pubmatic', '.pubmatic', 'simage2.pubmatic'}"
"('KRTBCOOKIE_330', '22938-7f8c138fc549de77de34d40a57c2e449&KRTB&22939-7f8c138fc549de77de34d40a57c2e449')",1,74,"{'hbopenbid.pubmatic', 'image2.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', '.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_330', '22938-7f8c138fc549de77de34d40a57c2e449&KRTB&22939-7f8c138fc549de77de34d40a57c2e449')",2,28,"{'image2.pubmatic', 'image4.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', '.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_377', '22918-4a08e5f6-4ac8-4633-823a-043c8389ba41&KRTB&23031-4a08e5f6-4ac8-4633-823a-043c8389ba41')",1,72,"{'hbopenbid.pubmatic', 'image2.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_377', '22918-4a08e5f6-4ac8-4633-823a-043c8389ba41&KRTB&23031-4a08e5f6-4ac8-4633-823a-043c8389ba41')",2,32,"{'image2.pubmatic', 'image4.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', '.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_466', '16530-d7ba95e4-9bbd-43e0-bcd7-58603b2a0090&KRTB&16532-d7ba95e4-9bbd-43e0-bcd7-58603b2a0090')",1,72,"{'hbopenbid.pubmatic', 'image2.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_466', '16530-d7ba95e4-9bbd-43e0-bcd7-58603b2a0090&KRTB&16532-d7ba95e4-9bbd-43e0-bcd7-58603b2a0090')",2,2,"{'image2.pubmatic', '.pubmatic'}"
"('KRTBCOOKIE_52', '22772-R1D530_C99E2593_2DE87AB9D&KRTB&23092-R1D530_C99E2593_2DE87AB9D')",1,72,"{'hbopenbid.pubmatic', 'image2.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_52', '22772-R1D530_C99E2593_2DE87AB9D&KRTB&23092-R1D530_C99E2593_2DE87AB9D')",2,6,"{'image2.pubmatic', '.pubmatic', 'simage2.pubmatic'}"
"('KRTBCOOKIE_57', '22767-1298045627963393635&KRTB&22776-1298045627963393635')",1,72,"{'hbopenbid.pubmatic', 'image2.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_57', '22767-1298045627963393635&KRTB&22776-1298045627963393635')",2,6,"{'image2.pubmatic', '.pubmatic', 'simage2.pubmatic'}"
"('KRTBCOOKIE_594', '17105-RX-5780459a-36b1-4651-a0c6-d64fce43f46a-005&KRTB&17107-RX-5780459a-36b1-4651-a0c6-d64fce43f46a-005')",1,72,"{'hbopenbid.pubmatic', 'image2.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_594', '17105-RX-5780459a-36b1-4651-a0c6-d64fce43f46a-005&KRTB&17107-RX-5780459a-36b1-4651-a0c6-d64fce43f46a-005')",2,2,"{'image2.pubmatic', '.pubmatic'}"
"('KRTBCOOKIE_699', '22727-AAEr0U69WS0AAA-7wkcStg&KRTB&22744-AAEr0U69WS0AAA-7wkcStg')",1,72,"{'hbopenbid.pubmatic', 'image2.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_699', '22727-AAEr0U69WS0AAA-7wkcStg&KRTB&22744-AAEr0U69WS0AAA-7wkcStg')",2,26,"{'image2.pubmatic', 'image4.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', '.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_80', '16514-CAESEHOrByIC_K8N6dUUjIqOMK0&KRTB&22987-CAESEHOrByIC_K8N6dUUjIqOMK0&KRTB&22995-CAESEHOrByIC_K8N6dUUjIqOMK0&KRTB&23025-CAESEHOrByIC_K8N6dUUjIqOMK0')",1,72,"{'hbopenbid.pubmatic', 'image2.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_80', '16514-CAESEHOrByIC_K8N6dUUjIqOMK0&KRTB&22987-CAESEHOrByIC_K8N6dUUjIqOMK0&KRTB&22995-CAESEHOrByIC_K8N6dUUjIqOMK0&KRTB&23025-CAESEHOrByIC_K8N6dUUjIqOMK0')",2,34,"{'image2.pubmatic', 'image4.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', '.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_964', '20918-cuid_da26c872-8bf3-11ea-a551-1202f1c33782')",1,72,"{'hbopenbid.pubmatic', 'image2.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('KRTBCOOKIE_964', '20918-cuid_da26c872-8bf3-11ea-a551-1202f1c33782')",2,4,"{'image2.pubmatic', '.pubmatic', 'simage2.pubmatic'}"
"('MUID', '1AE364EF9A1564980A4C6A529BC565CF')",1,20,"{'bat.bing', '.bing', 'c.bing'}"
"('MUID', '1AE364EF9A1564980A4C6A529BC565CF')",2,15,"{'bat.bing', '.bing'}"
"('PugT', '1588369263')",1,1,{'image2.pubmatic'}
"('PugT', '1588369263')",2,2,{'.pubmatic'}
"('SPugT', '1588369004')",1,29,"{'hbopenbid.pubmatic', 'image2.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', 'image6.pubmatic', 'simage4.pubmatic'}"
"('SPugT', '1588369004')",2,7,"{'image2.pubmatic', '.pubmatic', 'simage2.pubmatic'}"
"('SyncRTB2', '1588550400%3A160%7C1589500800%3A54_104_7_166_13_48_21_3_22_8_178_71_99%7C1588896000%3A15_2%7C1589155200%3A63%7C1589587200%3A35')",1,13,"{'ads.pubmatic', 'image2.pubmatic', 'hbopenbid.pubmatic', 'image6.pubmatic'}"
"('SyncRTB2', '1588550400%3A160%7C1589500800%3A54_104_7_166_13_48_21_3_22_8_178_71_99%7C1588896000%3A15_2%7C1589155200%3A63%7C1589587200%3A35')",2,16,"{'image2.pubmatic', 'image4.pubmatic', 'simage2.pubmatic', 'ads.pubmatic', '.pubmatic'}"
"('TDCPM', 'CAESFwoIcHVibWF0aWMSCwiegKrXtoi3OBAFEhkKCmxpdmVpbnRlbnQSCwjM-fHbtoi3OBAFEhYKB3J1Ymljb24SCwic6Mzjtoi3OBAFEhgKCWJpZHN3aXRjaBILCILcyO64iLc4EAUYASABKAIyCwjW2qOez4i3OBAFOAFaB253dXNsdW1gAg..')",1,4,"{'.adsrvr', 'match.adsrvr'}"
"('TDCPM', 'CAESFwoIcHVibWF0aWMSCwiegKrXtoi3OBAFEhkKCmxpdmVpbnRlbnQSCwjM-fHbtoi3OBAFEhYKB3J1Ymljb24SCwic6Mzjtoi3OBAFEhgKCWJpZHN3aXRjaBILCILcyO64iLc4EAUYASABKAIyCwjW2qOez4i3OBAFOAFaB253dXNsdW1gAg..')",2,10,"{'.adsrvr', 'match.adsrvr'}"
"('TDID', '4a08e5f6-4ac8-4633-823a-043c8389ba41')",1,32,"{'.adsrvr', 'match.adsrvr'}"
"('TDID', '4a08e5f6-4ac8-4633-823a-043c8389ba41')",2,35,"{'.adsrvr', 'hb.aralego', '.aralego', 'match.adsrvr'}"
"('TapAd_DID', 'd9bcbc05-8bf3-11ea-a657-3e07f155f82e')",1,4,"{'.tapad', 'pixel.tapad'}"
"('TapAd_DID', 'd9bcbc05-8bf3-11ea-a657-3e07f155f82e')",2,7,"{'.tapad', 'pixel.tapad'}"
"('TapAd_TS', '1588369003456')",1,4,"{'.tapad', 'pixel.tapad'}"
"('TapAd_TS', '1588369003456')",2,7,"{'.tapad', 'pixel.tapad'}"
"('U', '7f8c138fc549de77de34d40a57c2e449')",1,18,"{'p.adsymptotic', '.adsymptotic'}"
"('U', '7f8c138fc549de77de34d40a57c2e449')",2,5,"{'p.adsymptotic', '.adsymptotic'}"
"('U', '8c2dfddcc778590fa0c1c5c5e9f86301')",1,2,"{'p.adsymptotic', '.adsymptotic'}"
"('U', '8c2dfddcc778590fa0c1c5c5e9f86301')",3,15,"{'p.adsymptotic', '.adsymptotic'}"
"('UID', '1E618428a36a77a1e48f1541588368963')",1,39,{'sb.scorecardresearch'}
"('UID', '1E618428a36a77a1e48f1541588368963')",2,28,"{'sb.scorecardresearch', '.scorecardresearch'}"
"('UIDR', '1588368963')",1,39,{'sb.scorecardresearch'}
"('UIDR', '1588368963')",2,28,"{'sb.scorecardresearch', '.scorecardresearch'}"
"('UserMatchHistory', 'AQK0EcrjjysATwAAAXHSRUgzdM_bM9MGx-DO5aKr2OBbhyP_OaIgotluy567AXOms0hYizRm37Q')",1,3,"{'.linkedin', 'px.ads'}"
"('UserMatchHistory', 'AQK0EcrjjysATwAAAXHSRUgzdM_bM9MGx-DO5aKr2OBbhyP_OaIgotluy567AXOms0hYizRm37Q')",3,5,{'px.ads'}
"('V', 'fgkpm1NBAOfL')",1,9,"{'bh.contextweb', '.contextweb'}"
"('V', 'fgkpm1NBAOfL')",2,27,"{'bh.contextweb', '.contextweb'}"
"('__uin_bw', 'd7ba95e4-9bbd-43e0-bcd7-58603b2a0090')",1,17,"{'apex.go', 'sync.go', '.go'}"
"('__uin_bw', 'd7ba95e4-9bbd-43e0-bcd7-58603b2a0090')",2,1,{'.go'}
"('__uis', '1e3602c1-0646-4b18-a4f7-9dd92329afe1')",1,21,"{'apex.go', 'sync.go', '.go'}"
"('__uis', '1e3602c1-0646-4b18-a4f7-9dd92329afe1')",2,10,"{'apex.go', 'sync.go', '.go'}"
"('_auid', '5sKMruQmA22VIhD7XpesXg')",1,3,"{'.c', 'gocm.c'}"
"('_auid', '5sKMruQmA22VIhD7XpesXg')",2,1,{'.c'}
"('_cc_id', 'eec3a44b3067856f788807355877b6c4')",1,8,"{'bcp.crwdcntrl', 'ad.crwdcntrl'}"
"('_cc_id', 'eec3a44b3067856f788807355877b6c4')",2,16,"{'tags.crwdcntrl', 'bcp.crwdcntrl', '.crwdcntrl', 'ad.crwdcntrl'}"
"('_kuid_', 'NYMIY4GB')",1,72,"{'cdn.krxd', 'usermatch.krxd', 'consumer.krxd', 'beacon.krxd', 'jslog.krxd', '.krxd'}"
"('_kuid_', 'NYMIY4GB')",2,1,{'.krxd'}
"('_rxuuid', '%7B%22rx_uuid%22%3A%22RX-5780459a-36b1-4651-a0c6-d64fce43f46a-005%22%2C%22nxtrdr%22%3Afalse%7D')",1,4,"{'.1rx', 'sync.1rx'}"
"('_rxuuid', '%7B%22rx_uuid%22%3A%22RX-5780459a-36b1-4651-a0c6-d64fce43f46a-005%22%2C%22nxtrdr%22%3Afalse%7D')",2,7,"{'.1rx', 'sync.1rx'}"
"('_rxuuid', '%7B%22rx_uuid%22%3A%22RX-5780459a-36b1-4651-a0c6-d64fce43f46a-005%22%7D')",1,6,"{'.1rx', 'sync.1rx'}"
"('_rxuuid', '%7B%22rx_uuid%22%3A%22RX-5780459a-36b1-4651-a0c6-d64fce43f46a-005%22%7D')",2,4,"{'.1rx', 'sync.1rx'}"
"('_ssum', 'eyI1IjoxNTg4MzY5MjY5ODI3LCI3IjoxNTg4MzY5MjY5ODI3fQ')",1,4,"{'pixel-sync.sitescout', '.sitescout'}"
"('_ssum', 'eyI1IjoxNTg4MzY5MjY5ODI3LCI3IjoxNTg4MzY5MjY5ODI3fQ')",2,2,{'.sitescout'}
"('_usd_webmd.com', '05df5920-c5ef-4998-b450-d68fbfb55a84')",1,7,"{'sync.go', 'apex.go'}"
"('_usd_webmd.com', '05df5920-c5ef-4998-b450-d68fbfb55a84')",2,4,"{'apex.go', 'sync.go', '.go'}"
"('ab', '0001%3AR0u8hBwSvoiEpLwNGYqmMmlVOquGB9zg')",1,9,"{'.agkn', 'aa.agkn', 'd.agkn'}"
"('ab', '0001%3AR0u8hBwSvoiEpLwNGYqmMmlVOquGB9zg')",2,1,{'.agkn'}
"('ad-id', 'A31p7rchFEb8p7Kmn5DZ_Tc')",1,85,"{'aax-eu.amazon-adsystem', '.amazon-adsystem', 'aax-us-east.amazon-adsystem', 'c.amazon-adsystem', 's.amazon-adsystem', 'aax.amazon-adsystem'}"
